trial_idx,B,J,K,human_choice,model_choice,lp_B,lp_J,lp_K,prob_B,prob_J,prob_K,nll,correct,n_samples,n_parse_failed,model,method,modality,n_images
10,wing,beanie,girl,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
11,lasagna,statue,bookshelf,B,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
12,bunkbed,tractor,windshield,B,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
13,wreck,bungee,cockroach,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
14,almond,trailer,paper,B,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
15,fondue,pill,firewood,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
16,oar,mug,macaroni,B,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
17,skewer,baklava,propeller,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
18,shutter,cleaver,toe,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
19,anteater,chalice,wedge,B,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
20,sunroof,onion,flan,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
21,footprint,beehive,skunk,B,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
22,grill,catapult,sonogram,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
23,forklift,clipper,hip,J,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
24,candelabra,beard,glue,J,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
25,nut,yogurt,jug,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
26,punch,hair,lollipop,J,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
27,straw,sweeper,baton,J,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
28,polygraph,hairdryer,harness,J,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
29,towel,hot tub,mallet,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
30,heater,aircraft carrier,joystick,B,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
31,mosquito net,baklava,beanbag,J,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
32,knee,cornhusk,tuning fork,B,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
33,toilet,rack,star fruit,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
34,dumbwaiter,jigsaw puzzle,lamb,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
35,eyeliner,shopping basket,flipper,K,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
36,egg,scrambled egg,doorknocker,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
37,hairpin,giraffe,fur coat,B,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
38,coffee filter,fingerprint,rose,B,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
39,freezer,coat rack,puffin,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
40,aircraft carrier,prism,turban,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
41,lightbulb,moose,curling iron,J,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
42,bowtie,wooden leg,kangaroo,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
43,ladle,water bottle,pug,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
44,cash machine,thermostat,mandolin,K,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
45,stingray,cork,fire pit,B,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
46,piggy bank,footrest,sandal,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
47,orange,throne,stir fry,J,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
48,microscope,stained glass,strainer,J,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
49,porcupine,christmas tree,corkscrew,B,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,claude-sonnet-4-5,sampling_n20,vision,
0,scone,pie,ant,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
1,bag,eel,trampoline,J,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
2,mannequin,stove,coin,K,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
3,tick,binder,shoelace,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
4,chip,iguana,hedge,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
5,pheasant,sponge,orchid,J,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
6,boy,burrito,microscope,J,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
7,maggot,mouth,stockings,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
8,tortellini,cantaloupe,sequin,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
9,bun,snow,tinsel,J,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
10,wing,beanie,girl,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
11,lasagna,statue,bookshelf,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
12,bunkbed,tractor,windshield,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
13,wreck,bungee,cockroach,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
14,almond,trailer,paper,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
15,fondue,pill,firewood,K,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
16,oar,mug,macaroni,B,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
17,skewer,baklava,propeller,K,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
18,shutter,cleaver,toe,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
19,anteater,chalice,wedge,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
20,sunroof,onion,flan,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
21,footprint,beehive,skunk,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
22,grill,catapult,sonogram,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
23,forklift,clipper,hip,J,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
24,candelabra,beard,glue,J,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
25,nut,yogurt,jug,K,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
26,punch,hair,lollipop,J,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
27,straw,sweeper,baton,J,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
28,polygraph,hairdryer,harness,J,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
29,towel,hot tub,mallet,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
30,heater,aircraft carrier,joystick,B,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
31,mosquito net,baklava,beanbag,J,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
32,knee,cornhusk,tuning fork,B,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
33,toilet,rack,star fruit,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
34,dumbwaiter,jigsaw puzzle,lamb,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
35,eyeliner,shopping basket,flipper,K,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
36,egg,scrambled egg,doorknocker,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
37,hairpin,giraffe,fur coat,B,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
38,coffee filter,fingerprint,rose,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
39,freezer,coat rack,puffin,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
40,aircraft carrier,prism,turban,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
41,lightbulb,moose,curling iron,J,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
42,bowtie,wooden leg,kangaroo,K,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
43,ladle,water bottle,pug,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
44,cash machine,thermostat,mandolin,K,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
45,stingray,cork,fire pit,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
46,piggy bank,footrest,sandal,B,B,-0.0009990010820847954,-7.602401335665818,-7.602401335665818,0.99900149775337,0.0004992511233150274,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
47,orange,throne,stir fry,J,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
48,microscope,stained glass,strainer,J,J,-7.602401335665818,-0.0009990010820847954,-7.602401335665818,0.0004992511233150274,0.99900149775337,0.0004992511233150274,0.0009990010820847954,True,20.0,0.0,gpt-5.4,logprobs,vision,
49,porcupine,christmas tree,corkscrew,B,K,-7.602401335665818,-7.602401335665818,-0.0009990010820847954,0.0004992511233150274,0.0004992511233150274,0.99900149775337,7.602401335665818,False,20.0,0.0,gpt-5.4,logprobs,vision,
0,scone,pie,ant,K,K,-21.0,-inf,0.0,7.582560422162384e-10,0.0,0.9999999992417439,-0.0,True,,,gpt-5.2,logprobs,vision,3.0
1,bag,eel,trampoline,J,J,-13.50000286102295,-3.292907877039397e-06,-13.25000286102295,1.3709553855989244e-06,0.9999968687030543,1.7603415602539622e-06,3.292907877039397e-06,True,,,gpt-5.2,logprobs,vision,3.0
2,mannequin,stove,coin,K,B,-0.12795929610729218,-2.1279592514038086,-6.877959251403809,0.8798896366003406,0.11908011850956329,0.0010302448900962255,6.877959251403809,False,,,gpt-5.2,logprobs,vision,3.0
3,tick,binder,shoelace,B,B,-0.0002624086628202349,-8.250262260437012,-13.750262260437012,0.9997377424968454,0.0002611900789998596,1.0674241548667996e-06,0.0002624086628202349,True,,,gpt-5.2,logprobs,vision,3.0
4,chip,iguana,hedge,B,B,-0.023573411628603935,-3.773573398590088,-8.023573875427246,0.9767025112254488,0.022969841735418637,0.00032764703913238454,0.023573411628603935,True,,,gpt-5.2,logprobs,vision,3.0
5,pheasant,sponge,orchid,J,J,-6.7511749267578125,-0.0011749862460419536,-12.251174926757812,0.0011695047448732534,0.9988257157565382,4.7794985884962166e-06,0.0011749862460419536,True,,,gpt-5.2,logprobs,vision,3.0
6,boy,burrito,microscope,J,B,-0.08910457044839859,-2.589104652404785,-4.589104652404785,0.9147507317202227,0.07508730640058034,0.010161961879196862,2.589104652404785,False,,,gpt-5.2,logprobs,vision,3.0
7,maggot,mouth,stockings,B,B,-7.896309739408025e-07,-14.250000953674316,-15.750000953674316,0.9999992079075152,6.475945983953246e-07,1.444978864512069e-07,7.896309739408025e-07,True,,,gpt-5.2,logprobs,vision,3.0
8,tortellini,cantaloupe,sequin,K,K,-11.750016212463379,-11.750016212463379,-1.580929347255733e-05,7.88919716563457e-06,7.88919716563457e-06,0.9999842216056688,1.580929347255733e-05,True,,,gpt-5.2,logprobs,vision,3.0
9,bun,snow,tinsel,J,B,-0.023340284824371338,-3.7733402252197266,-9.273340225219727,0.9769308917519122,0.022975213800535233,9.389444755263286e-05,3.7733402252197266,False,,,gpt-5.2,logprobs,vision,3.0
10,wing,beanie,girl,B,B,0.0,-20.0,-19.625,0.9999999949398855,2.0611536120088844e-09,2.998960809682222e-09,-0.0,True,,,gpt-5.2,logprobs,vision,3.0
11,lasagna,statue,bookshelf,B,B,-0.0009176511666737497,-7.000917434692383,-12.000917434692383,0.9990828156228136,0.0009110457988798435,6.138578306591864e-06,0.0009176511666737497,True,,,gpt-5.2,logprobs,vision,3.0
12,bunkbed,tractor,windshield,B,B,-0.011105598881840706,-9.76110553741455,-4.511105537414551,0.9889560392449592,5.765086329603902e-05,0.010986309891744749,0.011105598881840706,True,,,gpt-5.2,logprobs,vision,3.0
13,wreck,bungee,cockroach,K,K,-7.751342296600342,-7.001342296600342,-0.0013424931094050407,0.0004301650749357251,0.0009106594707851224,0.9986591754542791,0.0013424931094050407,True,,,gpt-5.2,logprobs,vision,3.0
14,almond,trailer,paper,B,B,-0.005662479437887669,-5.255662441253662,-7.755662441253662,0.9943537994447182,0.005217890057123162,0.00042831049815860995,0.005662479437887669,True,,,gpt-5.2,logprobs,vision,3.0
15,fondue,pill,firewood,K,J,-7.002080917358398,-0.0020807860419154167,-6.752080917358398,0.0009099865610049218,0.9979215675658206,0.0011684458731745897,6.752080917358398,False,,,gpt-5.2,logprobs,vision,3.0
16,oar,mug,macaroni,B,B,-0.05168118327856064,-3.3016812801361084,-4.301681041717529,0.9496329497675465,0.03682126179172078,0.01354578844073287,0.05168118327856064,True,,,gpt-5.2,logprobs,vision,3.0
17,skewer,baklava,propeller,K,J,-4.1429362297058105,-0.14293630421161652,-2.1429362297058105,0.01587624100179606,0.8668133235957898,0.11731043540241404,2.1429362297058105,False,,,gpt-5.2,logprobs,vision,3.0
18,shutter,cleaver,toe,K,K,-3.121056079864502,-0.8710561990737915,-0.6210561990737915,0.044110718016651354,0.41851079020371174,0.5373784917796369,0.6210561990737915,True,,,gpt-5.2,logprobs,vision,3.0
19,anteater,chalice,wedge,B,B,-0.0011868956498801708,-6.751186847686768,-11.001187324523926,0.9988138273060162,0.001169490811449468,1.6681882534397194e-05,0.0011868956498801708,True,,,gpt-5.2,logprobs,vision,3.0
20,sunroof,onion,flan,B,B,-1.3663626305060461e-05,-11.25001335144043,-14.25001335144043,0.9999863452893191,1.3007124103821206e-05,6.475865770262373e-07,1.3663626305060461e-05,True,,,gpt-5.2,logprobs,vision,3.0
